"gid","name","sequence"
"3439","IL17RA","605461.0001"
"3440","TGM6","613900.0001"
"3441","CFD","134350.0001"
"3442","LARS","601421.0003"
"3443","HBG2","142250.0025"
"3444","KCNJ1","600681.0014"
"3445","HEPACAM","611642.0001"
"3446","HEPACAM","611642.0006"
"3447","PRPF6","613979.0001"
"3448","OTX2","600038.0006"
"3449","NOLA2","606470.0001"
"3450","WRAP53","612661.0001"
"3451","TERT","187270.0007"
"3452","TINF2","604319.0001"
"3453","LIPN","613924.0001"
"3454","IL31RA","609510.0001"
"3455","NR5A1","184757.0016"
"3456","DPY19L2","613893.0001"
"3457","NCF4","601488.0001"
"3458","BTBD12","613278.0001"
"3459","GJA5","121013.0001"
"3460","ABCC9","601439.0003"
"3461","BANF1","603811.0001"
"3462","TBXA2R","188070.0001"
"3463","NAT8L","610647.0001"
"3464","FLNC","102565.0003"
"3465","AP4B1","607245.0001"
"3466","AP4S1","607243.0001"
"3467","DNAL1","610062.0001"
"3468","ZBTB24","614064.0001"
"3469","GOSR2","604027.0001"
"3470","NDE1","609449.0001"
"3471","TECR","610057.0001"
"3472","SCN5A","600163.0033"
"3473","PSPH","172480.0001"
"3474","IMPAD1","614010.0001"
"3475","LIPC","151670.0001"
"3476","PIGN","606097.0001"
"3477","FANCL","608111.0001"
"3478","CLDN14","605608.0001"
"3479","WDR35","613602.0005"
"3480","GATA2","137295.0009"
"3481","AARS2","612035.0001"
"3482","TUBB3","602661.0006"
"3483","KCNJ6","600877.0001"
"3484","ITF43","614068.0001"
"3485","DIABLO","605219.0001"
"3486","IGKC","147200.0004"
"3487","STAT1","600555.0008"
"3488","DYRK1A","600855.0001"
"3489","ALDH6A1","603178.0001"
"3490","SDHA","600857.0005"
"3491","ZNF644","614159.0001"
"3492","DOCK8","611432"
"3493","CEP57","607951.0001"
"3494","LAMC3","604349.0001"
"3495","PRDM5","614161.0001"
"3496","DNMT1","126375.0001"
"3497","PLDN","604310.0001"
"3498","GATA2","137295.0001"
"3499","TCTN1","609863.0001"
"3500","B9D2","611951.0001"
"3501","CHIT","600031.0001"
"3502","MAK","154235.0001"
"3503","CLPP","601119.0001"
"3504","MYO1E","601479.0001"
"3505","KCNJ13","603208.0002"
"3506","COL9A1","120210.0001"
"3507","IL11RA","600939.0001"
"3508","PTPRO","600579.0001"
"3509","SCN4A","603967.0018"
"3510","BLVRA","109750.0001"
"3511","NOP56","614154.0001"
"3512","FZD6","603409.0001"
"3513","GP6","605546.0001"
"3514","MAN1B1","604346.0001"
"3515","VPS35","601501.0001"
"3516","IL36RN","605507.0001"
"3517","STAMBP","606247.0001"
"3518","CCDC8","614145.0001"
"3519","PGAP2","615187.0001"
"3520","B9D1","614144.0001"
"3521","CPT2","600650.0018"
"3522","KIF1A","601255.0002"
"3523","DOCK6","614194.0001"
"3524","AKR1C2","600450.0001"
"3525","RAB18","602207.0001"
"3526","IGFBP7","602867.0001"
"3527","RAB3GAP2","609275.0002"
"3528","COL9A2","120260.0006"
"3529","CDON","608707.0001"
"3530","SYT14","610949.0001"
"3531","LEPREL1","610341.0001"
"3532","C6orf221","611687.0001"
"3533","IER3IP1","609382.0001"
"3534","WFS1","606201.0020"
"3535","MOG","159465.0001"
"3536","C19ORF12","614297.0001"
"3537","BOLA3","613183.0001"
"3538","KIF1A","601255.0004"
"3539","EIF4G1","600495.0001"
"3540","ADK","102750.0001"
"3541","TMEM43","612048.0002"
"3542","MSH6","600678.0001"
"3543","MIR184","613146.0001"
"3544","LRP4","604270.0009"
"3545","SCN8A","600702.0001"
"3546","MYH14","608568.0006"
"3547","CSF2RB","138981.0001"
"3548","MBL2","154545.0001"
"3549","SIGMAR1","601978.0001"
"3550","WDR19","608151.0003"
"3551","WDR19","608151.0004"
"3552","CAV3","601253.0007"
"3553","WWOX","605131.0002"
"3554","C4A","120810.0001"
"3555","POLR3B","614366.0001"
"3556","PSMC3IP","608665.0001"
"3557","NRXN1","600565.0001"
"3558","MIR17HG","609415"
"3559","BAP1","603089.0001"
"3560","DNM1L","603850.0001"
"3561","ADAM17","603639.0001"
"3562","ANXA5","131230.0001"
"3563","MYBPC1","160794.0001"
"3564","PNLIP","246600.0001"
"3565","MEGF10","612453.0001"
"3566","LINS1","610350.0001"
"3567","VAX1","604924.0001"
"3568","INF2","610982.0006"
"3569","ELOVL4","605512.0005"
"3570","MYF6","159991.0001"
"3571","TPK1","606370.0001"
"3572","GBA2","609471.0001"
"3573","AQP7","602974.0001"
"3574","LIAS","607031.0001"
"3575","CEP41","610523.0001"
"3576","TMEM138","614459.0001"
"3577","SAMHD1","606754.0011"
"3578","CPA6","609562.0002"
"3579","PLCG2","600220.0001"
"3580","CPA6","609562.0001"
"3581","DNASE1L3","602244.0001"
"3582","GATA6","601656.0004"
"3583","TMEM237","614423.0001"
"3584","GATA6","601656.0005"
"3585","GATA4","600576.0007"
"3586","GPD1","138420.0001"
"3587","CITED2","602937.0001"
"3588","SLC33A1","603690.0002"
"3589","NKX2-5","600584.0021"
"3590","COL4A2","120090.0001"
"3591","FREM1","608944.0008"
"3592","AFG3L2","604581.0010"
"3593","LRSAM1","610933.0001"
"3594","EFEMP2","604633.0001"
"3595","WNK4","601844.0001"
"3596","WNK1","605232.0001"
"3597","THRA","190120.0001"
"3598","KLHL3","605775.0001"
"3599","CUL3","603136.0001"
"3600","ABCB6","605452.0001"
"3601","BRAT1","614506.0001"
"3602","CRADD","603454.0001"
"3603","SLCO2A1","601460.0001"
"3604","C8orf37","614477.0001"
"3605","SNIP1","608241.0001"
"3606","HARS","142810.0001"
"3607","DYNC1H1","600112.0002"
"3608","ATR","601215.0002"
"3609","DDOST","602202.0001"
"3610","GPR179","614515.0001"
"3611","RAD51","179617.0003"
"3612","PROS1","176880.0010"
"3613","COG6","606977.0001"
"3614","MRPL3","607118.0001"
"3615","COL11A2","120290.0012"
"3616","ACTG1","102560.0009"
"3617","FGFR2","176943.0043"
"3618","TRPV3","607066.0001"
"3619","CBFB","121360"
"3620","FKBP14","614505.0001"
"3621","SCN8A","600702.0002"
"3622","ACO2","100850.0001"
"3623","SNORD118","616663.0001"
"3624","SHH","600725.0016"
"3625","TTN","188840.0012"
"3626","COL4A1","120130.0007"
"3627","MRPS22","605810.0001"
"3628","PSAP","176801.0005"
"3629","ACTA2","102620.0001"
"3630","PSAP","176801.0009"
"3631","KCTD7","611725.0001"
"3632","NLRP12","609648.0001"
"3633","TPM1","191010.0004"
"3634","TNNI3","191044.0009"
"3635","WNT4","603490.0002"
"3636","ALDOA","103850.0001"
"3637","KCNH1","603305.0001"
"3638","DNAH11","603339.0001"
"3639","CAV3","601253.0016"
"3640","SCN4B","608256.0001"
"3641","AKAP9","604001.0001"
"3642","CASQ2","114251.0002"
"3643","RNF168","612688.0001"
"3644","CYCS","123970.0001"
"3645","SUCLA2","603921.0001"
"3646","RRM2B","604712.0001"
"3647","SLC2A9","606142.0004"
"3648","RBM28","612074.0001"
"3649","RFT1","611908.0001"
"3650","ADCK3","606980.0001"
"3651","SLC16A12","611910.0001"
"3652","PNPLA6","603197.0001"
"3653","PROM1","604365.0013"
"3654","ACTC1","102540.0003"
"3655","PRKRA","603424.0001"
"3656","TARDBP","605078.0001"
"3657","ACTN2","102573.0001"
"3658","HMX1","142992.0001"
"3659","CSRP3","600824.0002"
"3660","SLC2A1","138140.0008"
"3661","CTC1","613129.0001"
"3662","NFKBIA","164008.0001"
"3663","PLEC1","601282.0006"
"3664","STXBP1","602926.0001"
"3665","NPPA","108780.0001"
"3666","NIPAL4","609383.0001"
"3667","CC2D2A","612013.0002"
"3668","CC2D2A","612013.0001"
"3669","SLC34A1","182309.0001"
"3670","SLC9A3R1","604990.0001"
"3671","HOXA2","604685.0001"
"3672","ARL13B","608922.0001"
"3673","PAX4","167413.0022"
"3674","HSPD1","118190.0002"
"3675","KCNA5","176267.0001"
"3676","FGFR3","134934.0011"
"3677","CD59","107271.0001"
"3678","HCF2","142360.0001"
"3679","PROC","612283.0003"
"3680","CHD7","608892.0012"
"3681","FIGLA","608697.0001"
"3682","SATB2","608148.0001"
"3683","SRD5A3","611715.0001"
"3684","FA2H","611026.0001"
"3685","TSEN2","608753.0001"
"3686","PLOD3","603066.0001"
"3687","PSA","176880.0002"
"3688","ZBTB18","608433.0001"
"3689","KCNE1","176261.0001"
"3690","SLC39A13","608735.0001"
"3691","TNNT2","191045.0011"
"3692","KLKB1","229000.0001"
"3693","PRICKLE1","608500.0001"
"3694","TUBB4A","602662.0002"
"3695","ZBTB16","176797.0001"
"3696","FTO","610966.0003"
"3697","GNAS1","139320.0035"
"3698","GNAS","139320.0002"
"3699","FIG4","609390.0006"
"3700","RPS17","180472.0001"
"3701","POLD1","174761.0001"
"3702","RPL35A","180468.0001"
"3703","MMP20","604629.0001"
"3704","SLC33A1","603690.0001"
"3705","CNTN1","600016.0001"
"3706","G6PC3","611045.0001"
"3707","RPL5","603634.0001"
"3708","RPL11","604175.0001"
"3709","RPS7","603658.0001"
"3710","IL10RB","123889.0002"
"3711","ABHD12","613599.0001"
"3712","SYNGAP1","603384.0001"
"3713","FIG4","609390.0016"
"3714","IGF1R","147370"
"3715","CD79B","147245.0001"
"3716","AK1","103000.0001"
"3717","GJB6","604418.0001"
"3718","GJB3","603324.0004"
"3719","ICK","612325.0001"
"3720","SLC4A1","109270.0003"
"3721","SLC17A3","611034.0001"
"3722","SLC1A3","600111.0001"
"3723","STIL","181590.0001"
"3724","FGF8","600483.0001"
"3725","RDH12","608830.0001"
"3726","SRD5A3","611715.0006"
"3727","COX4I2","607976.0001"
"3728","KCNJ10","602208.0001"
"3729","SPR","182125.0001"
"3730","TMEM142A","610277.0001"
"3731","GATM","602360.0001"
"3732","STIM1","605921.0001"
"3733","ACTC1","102540.0005"
"3734","EDN1","131240.0004"
"3735","GAMT","601240.0001"
"3736","ALAD","125270.0001"
"3737","AMPD3","102772.0001"
"3738","MCM8","608187.0001"
"3739","FERMT3","607901.0001"
"3740","PAPSS2","603005.0001"
"3741","IL1RN","147679.0002"
"3742","DPP6","126141.0001"
"3743","FGF9","600921.0001"
"3744","NR5A1","184757.0011"
"3745","NR5A1","184757.0001"
"3746","PIK3CA","171834.0001"
"3747","BHLHB3","606200.0001"
"3748","CD46","120920.0001"
"3749","CFI","217030.0004"
"3750","CFB","138470.0005"
"3751","C3","120700.0005"
"3752","THBD","188040.0005"
"3753","TMEM126A","612988.0001"
"3754","ENO3","131370.0001"
"3755","LDHA","150000.0001"
"3756","AP4M1","602296.0001"
"3757","CATSPER1","606389.0001"
"3758","SYNE1","608441.0008"
"3759","FTO","610966.0001"
"3760","SYNE2","608442.0001"
"3761","PYCR1","179035.0001"
"3762","KLHL7","611119.0001"
"3763","SLC25A12","603667.0001"
"3764","RNASET2","612944.0001"
"3765","SAMHD1","606754.0001"
"3766","PLA2G6","603604.0009"
"3767","BAG3","603883.0001"
"3768","KRT16","148068.0002"
"3769","FGFR1","136350.0033"
"3770","FOLR1","136430.0001"
"3771","TRMU","610230.0002"
"3772","SCNN1G","600761.0005"
"3773","ITK","186973.0001"
"3774","MIR96","611606.0001"
"3775","RIN2","610222.0001"
"3776","RRM2B","604712.0006"
"3777","LOXHD1","613072.0001"
"3778","CBX2","602770.0001"
"3779","SCNN1A","600228.0006"
"3780","TLL1","606742.0001"
"3781","PHKG2","172471.0001"
"3782","CLCNKA","602024.0001"
"3783","CLCNKB","602023.0008"
"3784","DYNC2H1","603297.0001"
"3785","REN","179820.0004"
"3786","PDE6C","600827.0001"
"3787","PKD2","173910.0001"
"3788","POU1F1","173110.0001"
"3789","GABRD","137163.0001"
"3790","DSC3","600271.0001"
"3791","POMGNT1","606822.0014"
"3792","FKTN","607440.0009"
"3793","POMT2","607439.0010"
"3794","PRPH2","179605.0021"
"3795","XPNPEP3","613553.0001"
"3796","GFI1","600871.0001"
"3797","CLEC7A","606264.0001"
"3798","UPB1","606673.0001"
"3799","NT5C2","600417.0001"
"3800","TUBB1","612901.0001"
"3801","ABAT","137150.0001"
"3802","FAM134B","613114.0001"
"3803","HRG","142640.0001"
"3804","AT3","107300.0001"
"3805","RBM20","613171.0001"
"3806","SCN3B","608214.0001"
"3807","NEXN","613121.0001"
"3808","LTBP4","604710.0001"
"3809","PNP","164050.0001"
"3810","TUBA8","605472.0001"
"3811","SLC6A3","126455.0002"
"3812","TRAPPC9","611966.0001"
"3813","LRRC50","613190.0001"
"3814","ADAMTS17","607511.0001"
"3815","IL10RA","146933.0001"
"3816","FKRP","606596.0016"
"3817","LARGE","603590.0003"
"3818","POMT1","607423.0006"
"3819","POMT2","607439.0004"
"3820","POMGNT1","606822.0013"
"3821","POMT2","607439.0001"
"3822","MYH6","160710.0002"
"3823","TSC2","191092.0001"
"3824","ITGA7","600536.0001"
"3825","EDN3","131242.0001"
"3826","ESRRB","602167.0001"
"3827","SCN5A","600163.0025"
"3828","HYDIN","610812.0001"
"3829","RPIA","180430.0001"
"3830","ZMPSTE24","606480.0001"
"3831","HSPB8","608014.0003"
"3832","AXIN2","604025.0003"
"3833","KCNMB1","603951.0001"
"3834","ATIC","601731.0001"
"3835","AHI1","608894.0001"
"3836","GRHL2","608576.0001"
"3837","DDC","107930.0001"
"3838","NGFB","162030.0001"
"3839","MYL2","160781.0001"
"3840","LMNB2","150341.0001"
"3841","ASPM","605481.0001"
"3842","PPM2C","605993.0001"
"3843","MATN3","602109.0005"
"3844","DPM1","603503.0001"
"3845","IGF1","147440.0001"
"3846","MYL3","160790.0001"
"3847","ATXN8OS","603680.0001"
"3848","ATXN8","613289.0001"
"3849","TSPYL1","604714.0001"
"3850","GJA12","608803.0001"
"3851","COL2A1","120140.0043"
"3852","TTN","188840.0004"
"3853","MED13L","608771.0001"
"3854","CRYAB","123590.0001"
"3855","SLC2A1","138140.0023"
"3856","SNAI2","602150.0001"
"3857","FBLN5","604580.0003"
"3858","CPT2","600650.0009"
"3859","LARGE","603590.0001"
"3860","IRF6","607199.0013"
"3861","CD8A","186910.0001"
"3862","CYP2D6","124030.0001"
"3863","CTNNA1","116805.0001"
"3864","IL7R","146661.0001"
"3865","PTPRC","151460.0002"
"3866","CD3E","186830.0003"
"3867","ABCA7","605414.0001"
"3868","RNF170","614649.0001"
"3869","CHRNA1","100690.0007"
"3870","CHRNE","100725.0004"
"3871","FOXL2","605597.0016"
"3872","PCYT1A","123695.0001"
"3873","GFM1","606639.0001"
"3874","ESPN","606351.0001"
"3875","HADHA","600890.0003"
"3876","HADHB","143450.0001"
"3877","PTF1A","607094.0001"
"3878","EGLN1","606425.0004"
"3879","FLVCR1","609144.0001"
"3880","PKP2","602861"
"3881","CDK4","123829.0001"
"3882","LAMB2","150325.0001"
"3883","SIAT9","604402.0001"
"3884","HNRNPDL","607137.0001"
"3885","MPDU1","604041.0001"
"3886","DIAPH3","614567.0001"
"3887","TGFBR1","190181.0001"
"3888","B4GALNT1","601873.0001"
"3889","SOX10","602229.0006"
"3890","TSHR","603372.0004"
"3891","PDE8B","603390.0002"
"3892","COL2A1","120140.0018"
"3893","KRT10","148080.0015"
"3894","ABCB6","605452.0013"
"3895","TTID","604103.0002"
"3896","IQCB1","609237.0001"
"3897","TPP1","607998.0004"
"3898","KBTBD13","613727.0001"
"3899","SLC38A8","615585.0001"
"3900","PLOD2","601865.0001"
"3901","SLC25A4","103220.0001"
"3902","TPM3","191030.0001"
"3903","MYO5A","160777.0004"
"3904","MLPH","606526.0001"
"3905","TPM2","190990.0002"
"3906","C10ORF2","606075.0001"
"3907","NAGA","104170.0001"
"3908","NAGA","104170.0002"
"3909","MFN2","608507.00001"
"3910","SLC25A22","609302.0001"
"3911","EEF2","130610.0001"
"3912","FGF14","601515.0001"
"3913","POMT1","607423.0005"
"3914","FGD4","611104.0001"
"3915","AP1S1","603531.0001"
"3916","SMARCB1","601607.0001"
"3917","DDHD1","614603.0001"
"3918","BHLHA9","615416.0001"
"3919","CIB2","605564.0001"
"3920","BMPR1B","603248.0003"
"3921","KCNMA1","600150.0001"
"3922","LDB3","605906.0001"
"3923","KIAA1279","609367.0001"
"3924","COL2A1","120140.0034"
"3925","SNAP29","604202.0001"
"3926","ALX4","605420.0001"
"3927","PCDH15","605514.0006"
"3928","CYP2C","124020.0001"
"3929","KLC2","611729.0001"
"3930","TK2","188250.0001"
"3931","KCNQ1","607542.0037"
"3932","SCN1A","182389.0012"
"3933","ZIC2","603073.0001"
"3934","DSP","125647.0008"
"3935","ILDR1","609739.0001"
"3936","COL11A2","120290.0010"
"3937","TGM5","603805.0001"
"3938","CRYBB3","123630.0001"
"3939","CEL","114840.0001"
"3940","CFH","134370.0002"
"3941","EGLN1","606425.0001"
"3942","P2RY12","600515.0001"
"3943","TRIOBP","609761.0001"
"3944","INSR","147670.0037"
"3945","HADH","601609.0003"
"3946","MCM4","602638.0001"
"3947","ACY1","104620.0001"
"3948","CLN8","607837.0001"
"3949","ACADSB","600301.0001"
"3950","GLUL","138290.0001"
"3951","GDF5","601146.0011"
"3952","FYCO1","607182.0001"
"3953","SLC16A1","600682.0003"
"3954","PNPO","603287.0001"
"3955","PDE6H","601190.0001"
"3956","TUBB2B","612850.0001"
"3957","DCN","125255.0001"
"3958","DCAF8","615820.0001"
"3959","INPP5E","613037.0001"
"3960","TGFBR2","190182.0008"
"3961","RNASEH2B","610326.0001"
"3962","WDR81","614218.0001"
"3963","OTX2","600038.0001"
"3964","CEP290","610142.0004"
"3965","CTSD","116840.0001"
"3966","POLG2","604983.0001"
"3967","DSG2","125671.0001"
"3968","DNAJC19","608977.0001"
"3969","GLIS3","610192.0001"
"3970","LMNA","150330.0045"
"3971","MARVELD2","610572.0001"
"3972","ADCY1","103072.0001"
"3973","CD247","186780.0001"
"3974","REEP1","609139.0001"
"3975","ALDH2","100650.0001"
"3976","MAF","177075.0001"
"3977","NOTCH2","600275.0001"
"3978","LHFPL5","609427.0001"
"3979","DCDC2","605755.0004"
"3980","PLA2G6","603604.0002"
"3981","PJVK","610219.0001"
"3982","SEMA4A","607292.0001"
"3983","PIGM","610273.0001"
"3984","ZFYVE27","610243.0001"
"3985","PDYN","131340.0001"
"3986","AFG3L2","604581.0001"
"3987","EHMT1","607001.0001"
"3988","FOXE3","601094.0001"
"3989","KIF1A","601255.0001"
"3990","MVK","251170.0001"
"3991","CLCF1","607672.0001"
"3992","RAX2","610362.0002"
"3993","RNASEH2C","610330.0001"
"3994","RNASEH2A","606034.0001"
"3995","CHRNA2","118502.0001"
"3996","KCNV2","607604.0001"
"3997","NEUROG3","604882.0001"
"3998","SAMD9","610456.0001"
"3999","FGFR3","134934.0029"
"4000","PDE11A","604961.0001"
"4001","DSC2","125645.0001"
"4002","S1PR2","605111.0001"
"4003","CACNA2D4","608171.0001"
"4004","CABP4","608965.0001"
"4005","PRKAR1A","188830.0009"
"4006","MRPS16","609204.0001"
"4007","KANSL1","612452.0001"
"4008","GNAT1","139330.0001"
"4009","TREX1","606609.0005"
"4010","TPMT","187680.0001"
"4011","TSFM","604723.0001"
"4012","FAM126A","610531.0001"
"4013","EFTUD2","603892.0001"
"4014","GFPT1","138292.0001"
"4015","CYP11B2","124080.0001"
"4016","TUFM","602389.0001"
"4017","RD3","180040.0001"
"4018","CRTAP","605497.0001"
"4019","F12","610619.0006"
"4020","CFL2","601443.0001"
"4021","TMEM67","609884.0006"
"4022","PROK2","607002.0001"
"4023","RPS24","602412.0001"
"4024","RSPO1","609595.0001"
"4025","ERCC3","133510.0001"
"4026","CDKN1B","600778.0001"
"4027","ERCC1","126380.0001"
"4028","TMEM15","610746.0001"
"4029","FGF3","164950.0001"
"4030","PNPLA2","609059.0001"
"4031","PLCE1","608414.0001"
"4032","SOS1","182530.0002"
"4033","MAPBPIP","610389.0001"
"4034","HAX1","605998.0001"
"4035","SYNE1","608441.0001"
"4036","SMC3","606062.0001"
"4037","DSTYK","612666.0001"
"4038","PTCH1","601309.0011"
"4039","GLI2","165230.0001"
"4040","TXNDC3","607421.0001"
"4041","FKBP10","607063.0001"
"4042","SFTPC","178620.0001"
"4043","TITF1","600635.0005"
"4044","LEPRE1","610339.0001"
"4045","CFI","217030.0001"
"4046","ABCA3","601615.0001"
"4047","PSAT1","610936.0001"
"4048","LRP6","603507.0001"
"4049","MFSD8","611124.0001"
"4050","TCF4","602272.0001"
"4051","IFITM5","614757.0001"
"4052","STRADA","608626.0001"
"4053","RDX","179410.0001"
"4054","ST3GAL3","606494.0001"
"4055","NSUN2","610916.0001"
"4056","GRIK2","138244.0001"
"4057","TUSC3","601385.0001"
"4058","RAX","601881.0001"
"4059","MFRP","606227.0005"
"4060","PLEKHG5","611101.0001"
"4061","STRC","606440"
"4062","CATSPER2","607249"
"4063","DARS2","610956.0001"
"4064","IRX5","606195.0001"
"4065","ACAD9","611103.0001"
"4066","NR2E3","604485.0006"
"4067","CEP290","610142.0008"
"4068","IFT80","611177.0001"
"4069","GABRG2","137164.0001"
"4070","ERLIN2","611605.0001"
"4071","FIG4","609390.0001"
"4072","KIF1C","603060.0001"
"4073","TMEM16E","608662.0003"
"4074","NOG","602991.0012"
"4075","WHRN","607928.0002"
"4076","MARS2","609728.0001"
"4077","BFSP1","603307.0001"
"4078","PIP5K1C","606102.0001"
"4079","SERPINA6","122500.0001"
"4080","SPRED1","609291.0001"
"4081","LRTOMT","612414.0001"
"4082","RPGRIP1L","610937.0001"
"4083","TYK2","176941.0001"
"4084","SOX10","602229.0005"
"4085","RARS2","611524.0001"
"4086","FKTN","607440.0005"
"4087","SLC4A1","109270.0016"
"4088","JUP","173325.0002"
"4089","BFSP2","603212.0001"
"4090","MMP19","601807.0001"
"4091","CRYBB1","600929.0001"
"4092","NOBOX","610934.0001"
"4093","GYS1","138570.0001"
"4094","RPGRIP1L","610937.0005"
"4095","TUBA1A","602529.0001"
"4096","RPS27","603702.0001"
"4097","TMEM260","617449.0001"
"4098","RPS23","603683.0001"
"4099","EXTL3","605744.0001"
"4100","TAF13","600774.0001"
"4101","ARHGEF18","616432.0001"
"4102","HTT","613004.0002"
"4103","SMAD6","602931.0003"
"4104","G6B","606520.0001"
"4105","MSH5","603382.0001"
"4106","PPM1D","605100.0001"
"4107","OTUD6B","612021.0001"
"4108","HK1","142600.0005"
"4109","DACT","607861.0001"
"4110","LGI4","608303.0001"
"4111","PPP1CB","600590.0001"
"4112","KDSR","136440.0001"
