"mimnumber","full_name","short_name"
"608328","WEILL-MARCHESANI SYNDROME 2","WMS2"
"608340","CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A","CMTRIA"
"608354","CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION","CMAVM"
"608358","MYOPATHY, MYOSIN STORAGE, AUTOSOMAL DOMINANT","MSMA"
"608361","SPONDYLOEPIPHYSEAL DYSPLASIA, KIMBERLEY TYPE","SEDK"
"608363","CHROMOSOME 22q11.2 DUPLICATION SYNDROME","null"
"608389","BRANCHIOOTIC SYNDROME 3","BOS3"
"608390","MYOTONIA, POTASSIUM-AGGRAVATED","null"
"608393","MICROCEPHALY 6, PRIMARY, AUTOSOMAL RECESSIVE","MCPH6"
"608404","PLATELET GLYCOPROTEIN IV DEFICIENCY","null"
"608423","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1F","LGMD1F"
"608443","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3","MRT3"
"608456","FAMILIAL ADENOMATOUS POLYPOSIS 2","FAP2"
"608471","CORNEAL DYSTROPHY, LATTICE TYPE IIIA","CDL3A"
"608540","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik","CDG1K"
"608553","LEBER CONGENITAL AMAUROSIS 9","LCA9"
"608565","DEAFNESS, AUTOSOMAL RECESSIVE 35","DFNB35"
"608567","SICK SINUS SYNDROME 1","SSS1"
"608572","BURN-MCKEOWN SYNDROME","BMKS"
"608594","LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 1","CGL1"
"608611","RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY","null"
"608612","MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY","MADB"
"608615","OLIGODONTIA-COLORECTAL CANCER SYNDROME","ODCRCS"
"608622","HYPERTENSION, DIASTOLIC, RESISTANCE TO","null"
"608627","AMYOTROPHIC LATERAL SCLEROSIS 8","ALS8"
"608629","JOUBERT SYNDROME 3","JBTS3"
"608634","NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIB","HMN2B"
"608641","DEAFNESS, AUTOSOMAL DOMINANT 28","DFNA28"
"608643","AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY","null"
"608647","CILIARY DYSKINESIA, PRIMARY, 5","CILD5"
"608654","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE V","HSAN5"
"608673","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2L","CMT2L"
"608688","AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY","null"
"608709","LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO","APLD"
"608716","MICROCEPHALY 5, PRIMARY, AUTOSOMAL RECESSIVE","MCPH5"
"608728","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MATRILIN-3 RELATED","null"
"608747","INSULIN-LIKE GROWTH FACTOR I DEFICIENCY","null"
"608751","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8","CMH8"
"608758","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10","CMH10"
"608768","SPINOCEREBELLAR ATAXIA 8","SCA8"
"608782","PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY","PDHPD"
"608799","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie","CDG1E"
"608800","SUDDEN INFANT DEATH WITH DYSGENESIS OF THE TESTES SYNDROME","SIDDT"
"608804","LEUKODYSTROPHY, HYPOMYELINATING, 2","HLD2"
"608805","AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1","ANFH1"
"608807","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J","LGMD2J"
"608808","TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED 1","DTGA1"
"608810","MYOPATHY, MYOFIBRILLAR, 2","MFM2"
"608836","CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL","null"
"608840","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 6","MDDGB6"
"608864","OROFACIAL CLEFT 6, SUSCEPTIBILITY TO","OFC6"
"608885","STOMATIN-DEFICIENT CRYOHYDROCYTOSIS WITH NEUROLOGIC DEFECTS","SDCHCN"
"608890","WAARDENBURG SYNDROME, TYPE 2D","WS2D"
"608895","NEUROPATHY, HEREDITARY, WITH OR WITHOUT AGE-RELATED MACULAR DEGENERATION","HNARMD"
"608902","DRUG METABOLISM, POOR, CYP2D6-RELATED","null"
"608907","ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO","AD9"
"608908","MYOPIA 6","MYP6"
"608930","MYASTHENIC SYNDROME, CONGENITAL, 1B, FAST-CHANNEL","CMS1B"
"608931","MYASTHENIC SYNDROME, CONGENITAL, 4C, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY","CMS4C"
"608940","SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY","SMDCRD"
"608957","CD8 DEFICIENCY, FAMILIAL","null"
"608970","MACULAR DYSTROPHY, PATTERNED, 2","MDPT2"
"608971","SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE","null"
"608984","ATAXIA, SENSORY, 1, AUTOSOMAL DOMINANT","SNAX1"
"608996","PREMATURE OVARIAN FAILURE 3","POF3"
"609006","DEAFNESS, AUTOSOMAL RECESSIVE 36, WITH OR WITHOUT VESTIBULAR INVOLVEMENT","DFNB36"
"609015","MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY","MTPD"
"609033","POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA","AXPC1"
"609040","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 9","ARVD9"
"609048","MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 3","CMM3"
"609049","PIERSON SYNDROME","null"
"609056","SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME","SPDRS"
"609060","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 1","COXPD1"
"609069","PANCREATIC AND CEREBELLAR AGENESIS","PACA"
"609070","HEMOGLOBIN, HIGH ALTITUDE ADAPTATION","HALAH"
"609115","LIMB-GIRDLE MUSCULAR DYSTROPHY, TYPE 1G","LGMD1G"
"609129","AUDITORY NEUROPATHY, AUTOSOMAL DOMINANT, 1","AUNA1"
"609136","PERIPHERAL DEMYELINATING NEUROPATHY, CENTRAL DYSMYELINATION, WAARDENBURG SYNDROME, AND HIRSCHSPRUNG DISEASE","PCWH"
"609152","HYPERTHYROIDISM, NONAUTOIMMUNE","null"
"609153","PSEUDOHYPERKALEMIA, FAMILIAL, 2, DUE TO RED CELL LEAK","PSHK2"
"609161","STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 1","ADSD1"
"609162","CZECH DYSPLASIA","null"
"609165","ERYTHRODERMA, ICHTHYOSIFORM, CONGENITAL RETICULAR","CRIE"
"609180","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE If","CDG1F"
"609192","LOEYS-DIETZ SYNDROME 1","LDS1"
"609195","SPASTIC PARAPLEGIA 26, AUTOSOMAL RECESSIVE","SPG26"
"609200","MYOPATHY, MYOFIBRILLAR, 3","MFM3"
"609218","FOVEAL HYPOPLASIA 2","FVH2"
"609220","BRUCK SYNDROME 2","BRKS2"
"609227","GRISCELLI SYNDROME, TYPE 3","GS3"
"609241","SCHINDLER DISEASE, TYPE I","null"
"609242","KANZAKI DISEASE","null"
"609254","SENIOR-LOKEN SYNDROME 5","SLSN5"
"609260","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2A","CMT2A2A"
"609270","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 7","SCAR7"
"609273","NEMALINE MYOPATHY 6","NEM6"
"609283","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 2","PEOA2"
"609284","NEMALINE MYOPATHY 1","NEM1"
"609285","NEMALINE MYOPATHY 4","NEM4"
"609286","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 3","PEOA3"
"609304","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 3","EIEE3"
"609306","SPINOCEREBELLAR ATAXIA 26","SCA26"
"609307","SPINOCEREBELLAR ATAXIA 27","SCA27"
"609308","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 1","MDDGC1"
"609311","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H","CMT4H"
"609313","MENTAL RETARDATION, ENTEROPATHY, DEAFNESS, PERIPHERAL NEUROPATHY, ICHTHYOSIS, AND KERATODERMA","MEDNIK"
"609322","RHABDOID TUMOR PREDISPOSITION SYNDROME 1","RTPS1"
"609340","SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSIVE","SPG28"
"609432","SYNDACTYLY, MESOAXIAL SYNOSTOTIC, WITH PHALANGEAL REDUCTION","MSSD"
"609439","DEAFNESS, AUTOSOMAL RECESSIVE 48","DFNB48"
"609441","ACROMESOMELIC DYSPLASIA, DEMIRHAN TYPE","AMDD"
"609446","GENERALIZED EPILEPSY AND PAROXYSMAL DYSKINESIA","GEPD"
"609452","MYOPATHY, MYOFIBRILLAR, 4","MFM4"
"609460","GOLDBERG-SHPRINTZEN SYNDROME","GOSHS"
"609508","STICKLER SYNDROME, TYPE I, NONSYNDROMIC OCULAR","null"
"609524","MYOPATHY, MYOFIBRILLAR, 5","MFM5"
"609528","CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA SYNDROME","null"
"609533","DEAFNESS, AUTOSOMAL RECESSIVE 23","DFNB23"
"609535","DRUG METABOLISM, POOR, CYP2C19-RELATED","null"
"609541","SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND NEUROPATHY","SPOAN"
"609560","MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE)","MTDPS2"
"609583","JOUBERT SYNDROME 4","JBTS4"
"609597","PARIETAL FORAMINA 2","PFM2"
"609621","SHORT QT SYNDROME 2","SQT2"
"609625","CHROMOSOME 10q26 DELETION SYNDROME","null"
"609634","MIGRAINE, FAMILIAL HEMIPLEGIC, 3","FHM3"
"609637","HOLOPROSENCEPHALY 5","HPE5"
"609638","EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC","EBLA"
"609640","FRIAS SYNDROME","null"
"609646","DEAFNESS, AUTOSOMAL RECESSIVE 42","DFNB42"
"609706","DEAFNESS, AUTOSOMAL RECESSIVE 53","DFNB53"
"609741","CATARACT 22, MULTIPLE TYPES","CTRCT22"
"609757","WILLIAMS-BEUREN REGION DUPLICATION SYNDROME","null"
"609796","PEELING SKIN SYNDROME 2","PSS2"
"609812","MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION","MODY8"
"609814","COMPLEMENT FACTOR H DEFICIENCY","CFHD"
"609820","ERYTHROCYTOSIS, FAMILIAL, 3","ECYT3"
"609821","BLEEDING DISORDER, PLATELET-TYPE, 8","BDPLT8"
"609823","DEAFNESS, AUTOSOMAL RECESSIVE 28","DFNB28"
"609924","AMINOACYLASE 1 DEFICIENCY","ACY1D"
"609968","HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 5","HHF5"
"609975","HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 4","HHF4"
"609981","NATURAL KILLER CELL AND GLUCOCORTICOID DEFICIENCY WITH DNA REPAIR DEFECT","NKGCD"
"610003","CEROID LIPOFUSCINOSIS, NEURONAL, 8, NORTHERN EPILEPSY VARIANT","null"
"610006","2-METHYLBUTYRYL-CoA DEHYDROGENASE DEFICIENCY","null"
"610015","GLUTAMINE DEFICIENCY, CONGENITAL","null"
"610017","MULTIPLE SYNOSTOSES SYNDROME 2","SYNS2"
"610019","CATARACT 18","CTRCT18"
"610021","HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 7","HHF7"
"610024","RETINAL CONE DYSTROPHY 3A","RCD3A"
"610031","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7","CDCBM7"
"610048","CORNEAL DYSTROPHY, CONGENITAL STROMAL","CSCD"
"610090","PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY","PNPOD"
"610100","GIANT AXONAL NEUROPATHY 2, AUTOSOMAL DOMINANT","GAN2"
"610125","MICROPHTHALMIA, SYNDROMIC 5","MCOPS5"
"610127","CEROID LIPOFUSCINOSIS, NEURONAL, 10","CLN10"
"610131","PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 4","PEOA4"
"610140","HEART-HAND SYNDROME, SLOVENIAN TYPE","null"
"610153","DEAFNESS, AUTOSOMAL RECESSIVE 49","DFNB49"
"610154","DEAFNESS, AUTOSOMAL RECESSIVE 44","DFNB44"
"610156","MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS SYNDROME","MORMS"
"610163","IMMUNODEFICIENCY 25","IMD25"
"610168","LOEYS-DIETZ SYNDROME 2","LDS2"
"610181","AICARDI-GOUTIERES SYNDROME 2","AGS2"
"610185","CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 2","CAMRQ2"
"610188","JOUBERT SYNDROME 5","JBTS5"
"610189","SENIOR-LOKEN SYNDROME 6","SLSN6"
"610193","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 10","ARVD10"
"610198","3-METHYLGLUTACONIC ACIDURIA, TYPE V","MGCA5"
"610199","DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM","NDH"
"610202","CATARACT 21, MULTIPLE TYPES","CTRCT21"
"610204","PONTOCEREBELLAR HYPOPLASIA, TYPE 5","PCH5"
"610205","ALAGILLE SYNDROME 2","ALGS2"
"610212","DEAFNESS, AUTOSOMAL RECESSIVE 66","DFNB66"
"610217","NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2B","NBIA2B"
"610220","DEAFNESS, AUTOSOMAL RECESSIVE 59","DFNB59"
"610244","SPASTIC PARAPLEGIA 33, AUTOSOMAL DOMINANT","SPG33"
"610245","SPINOCEREBELLAR ATAXIA 23","SCA23"
"610246","SPINOCEREBELLAR ATAXIA 28","SCA28"
"610250","SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT","SPG31"
"610251","ALCOHOL SENSITIVITY, ACUTE","null"
"610253","KLEEFSTRA SYNDROME","null"
"610256","ANTERIOR SEGMENT DYSGENESIS 2","ASGD2"
"610265","DEAFNESS, AUTOSOMAL RECESSIVE 67","DFNB67"
"610282","RETINITIS PIGMENTOSA 35","RP35"
"610283","CONE-ROD DYSTROPHY 10","CORD10"
"610293","GLYCOSYLPHOSPHATIDYLINOSITOL DEFICIENCY","GPID"
"610313","COLD-INDUCED SWEATING SYNDROME 2","CISS2"
"610329","AICARDI-GOUTIERES SYNDROME 3","AGS3"
"610333","AICARDI-GOUTIERES SYNDROME 4","AGS4"
"610353","EPILEPSY, NOCTURNAL FRONTAL LOBE, 4","ENFL4"
"610356","RETINAL CONE DYSTROPHY 3B","RCD3B"
"610357","SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE","SPG30"
"610370","DIARRHEA 4, MALABSORPTIVE, CONGENITAL","DIAR4"
"610377","MEVALONIC ACIDURIA","MEVA"
"610381","CONE-ROD DYSTROPHY 11","CORD11"
"610419","DEAFNESS, AUTOSOMAL RECESSIVE 68","DFNB68"
"610427","CONE-ROD SYNAPTIC DISORDER, CONGENITAL NONPROGRESSIVE","CRSD"
"610442","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, GENEVIEVE TYPE","SEMDG"
"610443","KOOLEN-DE VRIES SYNDROME","KDVS"
"610444","NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 3","CSNBAD3"
"610448","CHILBLAIN LUPUS 1","CHBL1"
"610455","TUMORAL CALCINOSIS, NORMOPHOSPHATEMIC, FAMILIAL","NFTC"
"610460","THIOPURINES, POOR METABOLISM OF, 1","THPM1"
"610474","CAMPTODACTYLY, TALL STATURE, AND HEARING LOSS SYNDROME","CATSHLS"
"610475","PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2","PPNAD2"
"610476","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11","ARVD11"
"610478","RETINAL CONE DYSTROPHY 4","RCD4"
"610489","PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 1","PPNAD1"
"610498","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 2","COXPD2"
"610505","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 3","COXPD3"
"610532","LEUKODYSTROPHY, HYPOMYELINATING, 5","HLD5"
"610536","MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE","MFDGA"
"610542","MYASTHENIC SYNDROME, CONGENITAL, 12","CMS12"
"610582","DIABETES MELLITUS, TRANSIENT NEONATAL, 3","null"
"610600","CORTICOSTERONE METHYLOXIDASE TYPE II DEFICIENCY","null"
"610612","LEBER CONGENITAL AMAUROSIS 12","LCA12"
"610618","ANGIOEDEMA, HEREDITARY, TYPE III","HAE3"
"610623","CATARACT 11, MULTIPLE TYPES","CTRCT11"
"610628","HYPOGONADOTROPIC HYPOGONADISM 4 WITH OR WITHOUT ANOSMIA","HH4"
"610629","DIAMOND-BLACKFAN ANEMIA 3","DBA3"
"610644","PALMOPLANTAR HYPERKERATOSIS WITH SQUAMOUS CELL CARCINOMA OF SKIN AND 46,XX SEX REVERSAL","null"
"610651","XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP B","XPB"
"610678","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 4","COXPD4"
"610682","OSTEOGENESIS IMPERFECTA, TYPE VII","OI7"
"610687","NEMALINE MYOPATHY 7","NEM7"
"610688","JOUBERT SYNDROME 6","JBTS6"
"610706","DEAFNESS, CONGENITAL, WITH INNER EAR AGENESIS, MICROTIA, AND MICRODONTIA","null"
"610717","NEUTRAL LIPID STORAGE DISEASE WITH MYOPATHY","NLSDM"
"610725","NEPHROTIC SYNDROME, TYPE 3","NPHS3"
"610733","NOONAN SYNDROME 4","NS4"
"610738","NEUTROPENIA, SEVERE CONGENITAL, 3, AUTOSOMAL RECESSIVE","SCN3"
"610743","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8","SCAR8"
"610755","MULTIPLE ENDOCRINE NEOPLASIA, TYPE IV","MEN4"
"610758","CEREBROOCULOFACIOSKELETAL SYNDROME 4","COFS4"
"610759","CORNELIA DE LANGE SYNDROME 3","CDLS3"
"610768","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Im","CDG1M"
"610798","IMMUNODEFICIENCY DUE TO DEFECT IN MAPBP-INTERACTING PROTEIN","null"
"610805","CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 1, SUSCEPTIBILITY TO","CAKUT1"
"610828","HOLOPROSENCEPHALY 7","HPE7"
"610829","HOLOPROSENCEPHALY 9","HPE9"
"610852","CILIARY DYSKINESIA, PRIMARY, 6","CILD6"
"610913","SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 2","SMDP2"
"610915","OSTEOGENESIS IMPERFECTA, TYPE VIII","OI8"
"610921","SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 3","SMDP3"
"610947","CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2","ADCAD2"
"610951","CEROID LIPOFUSCINOSIS, NEURONAL, 7","CLN7"
"610954","PITT-HOPKINS SYNDROME","PTHS"
"610967","OSTEOGENESIS IMPERFECTA, TYPE V","OI5"
"610968","OSTEOGENESIS IMPERFECTA, TYPE XI","OI11"
"610978","CHOREOATHETOSIS AND CONGENITAL HYPOTHYROIDISM WITH OR WITHOUT PULMONARY DYSFUNCTION","CAHTP"
"610984","COMPLEMENT FACTOR I DEFICIENCY","CFID"
"610992","PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY","PSATD"
"611022","DEAFNESS, AUTOSOMAL RECESSIVE 24","DFNB24"
"611038","MICROPHTHALMIA, ISOLATED 3","MCOP3"
"611040","MICROPHTHALMIA, ISOLATED 5","MCOP5"
"611067","SPINAL MUSCULAR ATROPHY, DISTAL, AUTOSOMAL RECESSIVE, 4","DSMA4"
"611087","POLYHYDRAMNIOS, MEGALENCEPHALY, AND SYMPTOMATIC EPILEPSY","PMSE"
"611090","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 12","MRT12"
"611091","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 5","MRT5"
"611092","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6","MRT6"
"611093","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7","MRT7"
"611102","DEAFNESS-INFERTILITY SYNDROME","DIS"
"611105","LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LACTATE ELEVATION","LBSL"
"611126","MITOCHONDRIAL COMPLEX I DEFICIENCY DUE TO ACAD9 DEFICIENCY","null"
"611131","RETINITIS PIGMENTOSA 37","RP37"
"611134","MECKEL SYNDROME, TYPE 4","MKS4"
"611174","HAMAMY SYNDROME","HMMS"
"611225","SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE","SPG18"
"611228","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J","CMT4J"
"611263","SHORT-RIB THORACIC DYSPLASIA 2 WITH OR WITHOUT POLYDACTYLY","SRTD2"
"611277","GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 3","GEFSP3"
"611302","SPASTIC ATAXIA 2, AUTOSOMAL RECESSIVE","SPAX2"
"611307","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2L","LGMD2L"
"611369","LETHAL CONGENITAL CONTRACTURE SYNDROME 3","LCCS3"
"611377","BRACHYDACTYLY, TYPE B2","BDB2"
"611383","USHER SYNDROME, TYPE IID","USH2D"
"611390","SPASTIC ATAXIA 3, AUTOSOMAL RECESSIVE","SPAX3"
"611391","CATARACT 33, MULTIPLE TYPES","CTRCT33"
"611431","LEGIUS SYNDROME","null"
"611451","DEAFNESS, AUTOSOMAL RECESSIVE 63","DFNB63"
"611489","CORTICOSTEROID-BINDING GLOBULIN DEFICIENCY","null"
"611521","IMMUNODEFICIENCY 35","IMD35"
"611523","PONTOCEREBELLAR HYPOPLASIA, TYPE 6","PCH6"
"611528","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 12","ARVD12"
"611543","CAVITARY OPTIC DISC ANOMALIES","CODA"
"611544","CATARACT 17, MULTIPLE TYPES","CTRCT17"
"611548","PREMATURE OVARIAN FAILURE 5","POF5"
"611556","GLYCOGEN STORAGE DISEASE 0, MUSCLE","GSD0B"
"611560","JOUBERT SYNDROME 7","JBTS7"
"611561","MECKEL SYNDROME, TYPE 5","MKS5"
"611584","WAARDENBURG SYNDROME, TYPE 2E","WS2E"
"611588","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 4","MDDGC4"
"611590","RENAL TUBULAR ACIDOSIS, DISTAL, WITH HEMOLYTIC ANEMIA","null"
"611597","CATARACT 12, MULTIPLE TYPES","CTRCT12"
"611603","LISSENCEPHALY 3","LIS3"
"611615","CARDIOMYOPATHY, DILATED, 1X","CMD1X"
"611638","MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 5","MCOPCB5"
"611705","SALIH MYOPATHY","SALMY"
"611719","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 5","COXPD5"
"611721","COMBINED SAPOSIN DEFICIENCY","null"
"611722","KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY","null"
"611726","EPILEPSY, PROGRESSIVE MYOCLONIC, 3, WITH OR WITHOUT INTRACELLULAR INCLUSIONS","EPM3"
"611762","FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 2","FCAS2"
"611773","ANGIOPATHY, HEREDITARY, WITH NEPHROPATHY, ANEURYSMS, AND MUSCLE CRAMPS","HANAC"
"611788","AORTIC ANEURYSM, FAMILIAL THORACIC 6","AAT6"
"611812","46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS","SERKAL"
"611816","TEMPLE-BARAITSER SYNDROME","TMBTS"
"611818","LONG QT SYNDROME 9","LQT9"
"611819","LONG QT SYNDROME 10","LQT10"
"611820","LONG QT SYNDROME 11","LQT11"
"611878","CARDIOMYOPATHY, DILATED, 1Y","CMD1Y"
"611880","CARDIOMYOPATHY, DILATED, 2A","CMD2A"
"611881","GLYCOGEN STORAGE DISEASE XII","GSD12"
"611884","CILIARY DYSKINESIA, PRIMARY, 7","CILD7"
"611938","VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 2","CPVT2"
"611943","RIDDLE SYNDROME","null"
"612004","THROMBOCYTOPENIA 4","THC4"
"612015","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE In","CDG1N"
"612016","COENZYME Q10 DEFICIENCY, PRIMARY, 4","COQ10D4"
"612018","CATARACT 47","CTRCT47"
"612020","SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE","SPG39"
"612067","DYSTONIA 16","DYT16"
"612069","AMYOTROPHIC LATERAL SCLEROSIS 10 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA","ALS10"
"612073","MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA)","MTDPS5"
"612075","MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY)","MTDPS8A"
"612076","HYPOURICEMIA, RENAL, 2","RHUC2"
"612079","ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME","ANES"
"612095","RETINITIS PIGMENTOSA 41","RP41"
"612098","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 11","CMH11"
"612109","OCULOAURICULAR SYNDROME","OCACS"
"612124","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12","CMH12"
"612126","GLUT1 DEFICIENCY SYNDROME 2","GLUT1DS2"
"612132","ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH T-CELL IMMUNODEFICIENCY, AUTOSOMAL DOMINANT","null"
"612138","EPIDERMOLYSIS BULLOSA SIMPLEX WITH PYLORIC ATRESIA","EBSPA"
"612158","CARDIOMYOPATHY, DILATED, 1AA, WITH OR WITHOUT LEFT VENTRICULAR NONCOMPACTION","CMD1AA"
"612164","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4","EIEE4"
"612199","CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS 1","CRMCC1"
"612201","ATRIAL FIBRILLATION, FAMILIAL, 6","ATFB6"
"612227","DIABETES MELLITUS, KETOSIS-PRONE","KPD"
